"","Code.or.Value","Value.Description","Count","Cumulative","Skip.to.Item","Variable","Fichier","jointure","var_tab"
"7578",".","Missing",2652,"4843",NA,"SXQ703   - Ever performed oral sex on a man (F)","SXQ_I.htm","SXQ703   - Ever performed oral sex on a man (F)_SXQ_.","SXQ703   - Ever performed oral sex on a man (F)_SXQ"
"7579","1","Yes",716,"716",NA,"SXQ706   - Ever had anal sex with a man (F)","SXQ_I.htm","SXQ706   - Ever had anal sex with a man (F)_SXQ_1","SXQ706   - Ever had anal sex with a man (F)_SXQ"
"7580","2","No",1466,"2182",NA,"SXQ706   - Ever had anal sex with a man (F)","SXQ_I.htm","SXQ706   - Ever had anal sex with a man (F)_SXQ_2","SXQ706   - Ever had anal sex with a man (F)_SXQ"
"7581","7","Refused",8,"2190",NA,"SXQ706   - Ever had anal sex with a man (F)","SXQ_I.htm","SXQ706   - Ever had anal sex with a man (F)_SXQ_7","SXQ706   - Ever had anal sex with a man (F)_SXQ"
"7582","9","Don't know",1,"2191",NA,"SXQ706   - Ever had anal sex with a man (F)","SXQ_I.htm","SXQ706   - Ever had anal sex with a man (F)_SXQ_9","SXQ706   - Ever had anal sex with a man (F)_SXQ"
"7583",".","Missing",2652,"4843",NA,"SXQ706   - Ever had anal sex with a man (F)","SXQ_I.htm","SXQ706   - Ever had anal sex with a man (F)_SXQ_.","SXQ706   - Ever had anal sex with a man (F)_SXQ"
"7584","1","Yes",202,"202",NA,"SXQ709   - Ever had any kind of sex w/woman (F)","SXQ_I.htm","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ_1","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ"
"7585","2","No",1985,"2187",NA,"SXQ709   - Ever had any kind of sex w/woman (F)","SXQ_I.htm","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ_2","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ"
"7586","7","Refused",3,"2190",NA,"SXQ709   - Ever had any kind of sex w/woman (F)","SXQ_I.htm","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ_7","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ"
"7587","9","Don't know",1,"2191",NA,"SXQ709   - Ever had any kind of sex w/woman (F)","SXQ_I.htm","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ_9","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ"
"7588",".","Missing",2652,"4843",NA,"SXQ709   - Ever had any kind of sex w/woman (F)","SXQ_I.htm","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ_.","SXQ709   - Ever had any kind of sex w/woman (F)_SXQ"
"7589","AUCUN","AUCUN",NA,NA,NA,"SXQ762   - CHECK ITEM","SXQ_I.htm","SXQ762   - CHECK ITEM_SXQ_AUCUN","SXQ762   - CHECK ITEM_SXQ"
"7590","13 to 68","Range of Values",3779,"3779",NA,"SXD031   - How old when first had sex (B)","SXQ_I.htm","SXD031   - How old when first had sex (B)_SXQ_13 to 68","SXD031   - How old when first had sex (B)_SXQ"
"7591","12","12 years or younger",204,"3983",NA,"SXD031   - How old when first had sex (B)","SXQ_I.htm","SXD031   - How old when first had sex (B)_SXQ_12","SXD031   - How old when first had sex (B)_SXQ"
"7592","77","Refused",5,"3988",NA,"SXD031   - How old when first had sex (B)","SXQ_I.htm","SXD031   - How old when first had sex (B)_SXQ_77","SXD031   - How old when first had sex (B)_SXQ"
"7593","99","Don't know",7,"3995",NA,"SXD031   - How old when first had sex (B)","SXQ_I.htm","SXD031   - How old when first had sex (B)_SXQ_99","SXD031   - How old when first had sex (B)_SXQ"
"7594",".","Missing",848,"4843",NA,"SXD031   - How old when first had sex (B)","SXQ_I.htm","SXD031   - How old when first had sex (B)_SXQ_.","SXD031   - How old when first had sex (B)_SXQ"
"7595","AUCUN","AUCUN",NA,NA,NA,"SXD801   - CHECK ITEM","SXQ_I.htm","SXD801   - CHECK ITEM_SXQ_AUCUN","SXD801   - CHECK ITEM_SXQ"
"7596","0 to 99","Range of Values",1998,"1998",NA,"SXD171","SXQ_I.htm","SXD171_SXQ_0 to 99","SXD171_SXQ"
"7597","100","100 or more",62,"2060",NA,"SXD171","SXQ_I.htm","SXD171_SXQ_100","SXD171_SXQ"
"7598","77777","Refused",1,"2061",NA,"SXD171","SXQ_I.htm","SXD171_SXQ_77777","SXD171_SXQ"
"7599","99999","Don't know",4,"2065",NA,"SXD171","SXQ_I.htm","SXD171_SXQ_99999","SXD171_SXQ"
"7600",".","Missing",2778,"4843",NA,"SXD171","SXQ_I.htm","SXD171_SXQ_.","SXD171_SXQ"
"7601","AUCUN","AUCUN",NA,NA,NA,"SXD815   - CHECK ITEM","SXQ_I.htm","SXD815   - CHECK ITEM_SXQ_AUCUN","SXD815   - CHECK ITEM_SXQ"
"7602","0 to 45","Range of Values",1655,"1655",NA,"SXD510","SXQ_I.htm","SXD510_SXQ_0 to 45","SXD510_SXQ"
"7603","77777","Refused",0,"1655",NA,"SXD510","SXQ_I.htm","SXD510_SXQ_77777","SXD510_SXQ"
"7604","99999","Don't know",2,"1657",NA,"SXD510","SXQ_I.htm","SXD510_SXQ_99999","SXD510_SXQ"
"7605",".","Missing",3186,"4843",NA,"SXD510","SXQ_I.htm","SXD510_SXQ_.","SXD510_SXQ"
"7606","AUCUN","AUCUN",NA,NA,NA,"SXQ821   - CHECK ITEM","SXQ_I.htm","SXQ821   - CHECK ITEM_SXQ_AUCUN","SXQ821   - CHECK ITEM_SXQ"
"7607","1 to 99","Range of Values",1435,"1435",NA,"SXQ824   - # female vaginal sex partners/life (M)","SXQ_I.htm","SXQ824   - # female vaginal sex partners/life (M)_SXQ_1 to 99","SXQ824   - # female vaginal sex partners/life (M)_SXQ"
"7608","100","100 or more",37,"1472",NA,"SXQ824   - # female vaginal sex partners/life (M)","SXQ_I.htm","SXQ824   - # female vaginal sex partners/life (M)_SXQ_100","SXQ824   - # female vaginal sex partners/life (M)_SXQ"
"7609","77777","Refused",1,"1473",NA,"SXQ824   - # female vaginal sex partners/life (M)","SXQ_I.htm","SXQ824   - # female vaginal sex partners/life (M)_SXQ_77777","SXQ824   - # female vaginal sex partners/life (M)_SXQ"
"7610","99999","Don't know",10,"1483",NA,"SXQ824   - # female vaginal sex partners/life (M)","SXQ_I.htm","SXQ824   - # female vaginal sex partners/life (M)_SXQ_99999","SXQ824   - # female vaginal sex partners/life (M)_SXQ"
"7611",".","Missing",3360,"4843",NA,"SXQ824   - # female vaginal sex partners/life (M)","SXQ_I.htm","SXQ824   - # female vaginal sex partners/life (M)_SXQ_.","SXQ824   - # female vaginal sex partners/life (M)_SXQ"
"7612","0 to 80","Range of Values",1479,"1479",NA,"SXQ827   - # female vaginal sex partners/year (M)","SXQ_I.htm","SXQ827   - # female vaginal sex partners/year (M)_SXQ_0 to 80","SXQ827   - # female vaginal sex partners/year (M)_SXQ"
"7613","100","100 or more",1,"1480",NA,"SXQ827   - # female vaginal sex partners/year (M)","SXQ_I.htm","SXQ827   - # female vaginal sex partners/year (M)_SXQ_100","SXQ827   - # female vaginal sex partners/year (M)_SXQ"
"7614","77777","Refused",2,"1482",NA,"SXQ827   - # female vaginal sex partners/year (M)","SXQ_I.htm","SXQ827   - # female vaginal sex partners/year (M)_SXQ_77777","SXQ827   - # female vaginal sex partners/year (M)_SXQ"
"7615","99999","Don't know",1,"1483",NA,"SXQ827   - # female vaginal sex partners/year (M)","SXQ_I.htm","SXQ827   - # female vaginal sex partners/year (M)_SXQ_99999","SXQ827   - # female vaginal sex partners/year (M)_SXQ"
"7616",".","Missing",3360,"4843",NA,"SXQ827   - # female vaginal sex partners/year (M)","SXQ_I.htm","SXQ827   - # female vaginal sex partners/year (M)_SXQ_.","SXQ827   - # female vaginal sex partners/year (M)_SXQ"
"7617","AUCUN","AUCUN",NA,NA,NA,"SXQ830   - CHECK ITEM","SXQ_I.htm","SXQ830   - CHECK ITEM_SXQ_AUCUN","SXQ830   - CHECK ITEM_SXQ"
"7618","13 to 50","Range of Values",1431,"1431",NA,"SXD633   - Age first performed oral sex w/woman (B)","SXQ_I.htm","SXD633   - Age first performed oral sex w/woman (B)_SXQ_13 to 50","SXD633   - Age first performed oral sex w/woman (B)_SXQ"
"7619","12","12 years or younger",22,"1453",NA,"SXD633   - Age first performed oral sex w/woman (B)","SXQ_I.htm","SXD633   - Age first performed oral sex w/woman (B)_SXQ_12","SXD633   - Age first performed oral sex w/woman (B)_SXQ"
"7620","77","Refused",1,"1454",NA,"SXD633   - Age first performed oral sex w/woman (B)","SXQ_I.htm","SXD633   - Age first performed oral sex w/woman (B)_SXQ_77","SXD633   - Age first performed oral sex w/woman (B)_SXQ"
"7621","99","Don't know",1,"1455",NA,"SXD633   - Age first performed oral sex w/woman (B)","SXQ_I.htm","SXD633   - Age first performed oral sex w/woman (B)_SXQ_99","SXD633   - Age first performed oral sex w/woman (B)_SXQ"
"7622",".","Missing",3388,"4843",NA,"SXD633   - Age first performed oral sex w/woman (B)","SXQ_I.htm","SXD633   - Age first performed oral sex w/woman (B)_SXQ_.","SXD633   - Age first performed oral sex w/woman (B)_SXQ"
"7623","1 to 85","Range of Values",1444,"1444",NA,"SXQ636   - # female performed oral sex/lifetime (B)","SXQ_I.htm","SXQ636   - # female performed oral sex/lifetime (B)_SXQ_1 to 85","SXQ636   - # female performed oral sex/lifetime (B)_SXQ"
"7624","100","100 or more",8,"1452",NA,"SXQ636   - # female performed oral sex/lifetime (B)","SXQ_I.htm","SXQ636   - # female performed oral sex/lifetime (B)_SXQ_100","SXQ636   - # female performed oral sex/lifetime (B)_SXQ"
"7625","77777","Refused",1,"1453",NA,"SXQ636   - # female performed oral sex/lifetime (B)","SXQ_I.htm","SXQ636   - # female performed oral sex/lifetime (B)_SXQ_77777","SXQ636   - # female performed oral sex/lifetime (B)_SXQ"
"7626","99999","Don't know",2,"1455",NA,"SXQ636   - # female performed oral sex/lifetime (B)","SXQ_I.htm","SXQ636   - # female performed oral sex/lifetime (B)_SXQ_99999","SXQ636   - # female performed oral sex/lifetime (B)_SXQ"
"7627",".","Missing",3388,"4843",NA,"SXQ636   - # female performed oral sex/lifetime (B)","SXQ_I.htm","SXQ636   - # female performed oral sex/lifetime (B)_SXQ_.","SXQ636   - # female performed oral sex/lifetime (B)_SXQ"
"7628","0 to 23","Range of Values",1453,"1453",NA,"SXQ639   - # female performed oral sex/year (B)","SXQ_I.htm","SXQ639   - # female performed oral sex/year (B)_SXQ_0 to 23","SXQ639   - # female performed oral sex/year (B)_SXQ"
"7629","77777","Refused",1,"1454",NA,"SXQ639   - # female performed oral sex/year (B)","SXQ_I.htm","SXQ639   - # female performed oral sex/year (B)_SXQ_77777","SXQ639   - # female performed oral sex/year (B)_SXQ"
"7630","99999","Don't know",1,"1455",NA,"SXQ639   - # female performed oral sex/year (B)","SXQ_I.htm","SXQ639   - # female performed oral sex/year (B)_SXQ_99999","SXQ639   - # female performed oral sex/year (B)_SXQ"
"7631",".","Missing",3388,"4843",NA,"SXQ639   - # female performed oral sex/year (B)","SXQ_I.htm","SXQ639   - # female performed oral sex/year (B)_SXQ_.","SXQ639   - # female performed oral sex/year (B)_SXQ"
"7632","AUCUN","AUCUN",NA,NA,NA,"SXQ868   - CHECK ITEM","SXQ_I.htm","SXQ868   - CHECK ITEM_SXQ_AUCUN","SXQ868   - CHECK ITEM_SXQ"
"7633","0 to 14610","Range of Values",1074,"1074",NA,"SXD642","SXQ_I.htm","SXD642_SXQ_0 to 14610","SXD642_SXQ"
"7634","77777","Refused",3,"1077",NA,"SXD642","SXQ_I.htm","SXD642_SXQ_77777","SXD642_SXQ"
"7635","99999","Don't know",10,"1087",NA,"SXD642","SXQ_I.htm","SXD642_SXQ_99999","SXD642_SXQ"
"7636",".","Missing",3756,"4843",NA,"SXD642","SXQ_I.htm","SXD642_SXQ_.","SXD642_SXQ"
"7637","AUCUN","AUCUN",NA,NA,NA,"SXQ833   - CHECK ITEM","SXQ_I.htm","SXQ833   - CHECK ITEM_SXQ_AUCUN","SXQ833   - CHECK ITEM_SXQ"
"7638","0 to 75","Range of Values",100,"100",NA,"SXQ410   - # men anal/oral sex partners/lifetime(M)","SXQ_I.htm","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ_0 to 75","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ"
"7639","100","100 or more",12,"112",NA,"SXQ410   - # men anal/oral sex partners/lifetime(M)","SXQ_I.htm","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ_100","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ"
"7640","77777","Refused",0,"112",NA,"SXQ410   - # men anal/oral sex partners/lifetime(M)","SXQ_I.htm","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ_77777","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ"
"7641","99999","Don't know",0,"112",NA,"SXQ410   - # men anal/oral sex partners/lifetime(M)","SXQ_I.htm","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ_99999","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ"
"7642",".","Missing",4731,"4843",NA,"SXQ410   - # men anal/oral sex partners/lifetime(M)","SXQ_I.htm","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ_.","SXQ410   - # men anal/oral sex partners/lifetime(M)_SXQ"
"7643","AUCUN","AUCUN",NA,NA,NA,"SXQ875   - CHECK ITEM","SXQ_I.htm","SXQ875   - CHECK ITEM_SXQ_AUCUN","SXQ875   - CHECK ITEM_SXQ"
"7644","0 to 25","Range of Values",87,"87",NA,"SXQ550   - # men anal/oral sex partners/year (M)","SXQ_I.htm","SXQ550   - # men anal/oral sex partners/year (M)_SXQ_0 to 25","SXQ550   - # men anal/oral sex partners/year (M)_SXQ"
"7645","77777","Refused",0,"87",NA,"SXQ550   - # men anal/oral sex partners/year (M)","SXQ_I.htm","SXQ550   - # men anal/oral sex partners/year (M)_SXQ_77777","SXQ550   - # men anal/oral sex partners/year (M)_SXQ"
"7646","99999","Don't know",0,"87",NA,"SXQ550   - # men anal/oral sex partners/year (M)","SXQ_I.htm","SXQ550   - # men anal/oral sex partners/year (M)_SXQ_99999","SXQ550   - # men anal/oral sex partners/year (M)_SXQ"
"7647",".","Missing",4756,"4843",NA,"SXQ550   - # men anal/oral sex partners/year (M)","SXQ_I.htm","SXQ550   - # men anal/oral sex partners/year (M)_SXQ_.","SXQ550   - # men anal/oral sex partners/year (M)_SXQ"
"7648","0 to 50","Range of Values",105,"105",NA,"SXQ836   - # men anal sex partners/lifetime (M)","SXQ_I.htm","SXQ836   - # men anal sex partners/lifetime (M)_SXQ_0 to 50","SXQ836   - # men anal sex partners/lifetime (M)_SXQ"
"7649","100","100 or more",6,"111",NA,"SXQ836   - # men anal sex partners/lifetime (M)","SXQ_I.htm","SXQ836   - # men anal sex partners/lifetime (M)_SXQ_100","SXQ836   - # men anal sex partners/lifetime (M)_SXQ"
"7650","77777","Refused",0,"111",NA,"SXQ836   - # men anal sex partners/lifetime (M)","SXQ_I.htm","SXQ836   - # men anal sex partners/lifetime (M)_SXQ_77777","SXQ836   - # men anal sex partners/lifetime (M)_SXQ"
"7651","99999","Don't know",0,"111",NA,"SXQ836   - # men anal sex partners/lifetime (M)","SXQ_I.htm","SXQ836   - # men anal sex partners/lifetime (M)_SXQ_99999","SXQ836   - # men anal sex partners/lifetime (M)_SXQ"
"7652",".","Missing",4732,"4843",NA,"SXQ836   - # men anal sex partners/lifetime (M)","SXQ_I.htm","SXQ836   - # men anal sex partners/lifetime (M)_SXQ_.","SXQ836   - # men anal sex partners/lifetime (M)_SXQ"
"7653","AUCUN","AUCUN",NA,NA,NA,"SXQ839   - CHECK ITEM","SXQ_I.htm","SXQ839   - CHECK ITEM_SXQ_AUCUN","SXQ839   - CHECK ITEM_SXQ"
"7654","0 to 25","Range of Values",66,"66",NA,"SXQ841   - # men anal sex partners/year (M)","SXQ_I.htm","SXQ841   - # men anal sex partners/year (M)_SXQ_0 to 25","SXQ841   - # men anal sex partners/year (M)_SXQ"
"7655","77777","Refused",0,"66",NA,"SXQ841   - # men anal sex partners/year (M)","SXQ_I.htm","SXQ841   - # men anal sex partners/year (M)_SXQ_77777","SXQ841   - # men anal sex partners/year (M)_SXQ"
"7656","99999","Don't know",0,"66",NA,"SXQ841   - # men anal sex partners/year (M)","SXQ_I.htm","SXQ841   - # men anal sex partners/year (M)_SXQ_99999","SXQ841   - # men anal sex partners/year (M)_SXQ"
"7657",".","Missing",4777,"4843",NA,"SXQ841   - # men anal sex partners/year (M)","SXQ_I.htm","SXQ841   - # men anal sex partners/year (M)_SXQ_.","SXQ841   - # men anal sex partners/year (M)_SXQ"
"7658","1","Yes",87,"87",NA,"SXQ853   - Ever performed oral sex on a man (M)","SXQ_I.htm","SXQ853   - Ever performed oral sex on a man (M)_SXQ_1","SXQ853   - Ever performed oral sex on a man (M)_SXQ"
"7659","2","No",24,"111",NA,"SXQ853   - Ever performed oral sex on a man (M)","SXQ_I.htm","SXQ853   - Ever performed oral sex on a man (M)_SXQ_2","SXQ853   - Ever performed oral sex on a man (M)_SXQ"
"7660","7","Refused",0,"111",NA,"SXQ853   - Ever performed oral sex on a man (M)","SXQ_I.htm","SXQ853   - Ever performed oral sex on a man (M)_SXQ_7","SXQ853   - Ever performed oral sex on a man (M)_SXQ"
"7661","9","Don't know",0,"111",NA,"SXQ853   - Ever performed oral sex on a man (M)","SXQ_I.htm","SXQ853   - Ever performed oral sex on a man (M)_SXQ_9","SXQ853   - Ever performed oral sex on a man (M)_SXQ"
"7662",".","Missing",4732,"4843",NA,"SXQ853   - Ever performed oral sex on a man (M)","SXQ_I.htm","SXQ853   - Ever performed oral sex on a man (M)_SXQ_.","SXQ853   - Ever performed oral sex on a man (M)_SXQ"
"7663","AUCUN","AUCUN",NA,NA,NA,"SXD847   - CHECK ITEM","SXQ_I.htm","SXD847   - CHECK ITEM_SXQ_AUCUN","SXD847   - CHECK ITEM_SXQ"
"7664","13 to 59","Range of Values",1415,"1415",NA,"SXD621   - How old when first had oral sex (B)","SXQ_I.htm","SXD621   - How old when first had oral sex (B)_SXQ_13 to 59","SXD621   - How old when first had oral sex (B)_SXQ"
"7665","12","12 years or younger",27,"1442",NA,"SXD621   - How old when first had oral sex (B)","SXQ_I.htm","SXD621   - How old when first had oral sex (B)_SXQ_12","SXD621   - How old when first had oral sex (B)_SXQ"
"7666","77","Refused",0,"1442",NA,"SXD621   - How old when first had oral sex (B)","SXQ_I.htm","SXD621   - How old when first had oral sex (B)_SXQ_77","SXD621   - How old when first had oral sex (B)_SXQ"
"7667","99","Don't know",0,"1442",NA,"SXD621   - How old when first had oral sex (B)","SXQ_I.htm","SXD621   - How old when first had oral sex (B)_SXQ_99","SXD621   - How old when first had oral sex (B)_SXQ"
"7668",".","Missing",3401,"4843",NA,"SXD621   - How old when first had oral sex (B)","SXQ_I.htm","SXD621   - How old when first had oral sex (B)_SXQ_.","SXD621   - How old when first had oral sex (B)_SXQ"
"7669","1 to 95","Range of Values",1427,"1427",NA,"SXQ624   - # male oral sex partners/lifetime (B)","SXQ_I.htm","SXQ624   - # male oral sex partners/lifetime (B)_SXQ_1 to 95","SXQ624   - # male oral sex partners/lifetime (B)_SXQ"
"7670","100","100 or more",11,"1438",NA,"SXQ624   - # male oral sex partners/lifetime (B)","SXQ_I.htm","SXQ624   - # male oral sex partners/lifetime (B)_SXQ_100","SXQ624   - # male oral sex partners/lifetime (B)_SXQ"
"7671","77777","Refused",2,"1440",NA,"SXQ624   - # male oral sex partners/lifetime (B)","SXQ_I.htm","SXQ624   - # male oral sex partners/lifetime (B)_SXQ_77777","SXQ624   - # male oral sex partners/lifetime (B)_SXQ"
"7672","99999","Don't know",2,"1442",NA,"SXQ624   - # male oral sex partners/lifetime (B)","SXQ_I.htm","SXQ624   - # male oral sex partners/lifetime (B)_SXQ_99999","SXQ624   - # male oral sex partners/lifetime (B)_SXQ"
"7673",".","Missing",3401,"4843",NA,"SXQ624   - # male oral sex partners/lifetime (B)","SXQ_I.htm","SXQ624   - # male oral sex partners/lifetime (B)_SXQ_.","SXQ624   - # male oral sex partners/lifetime (B)_SXQ"
"7674","AUCUN","AUCUN",NA,NA,NA,"SXQ850   - CHECK ITEM","SXQ_I.htm","SXQ850   - CHECK ITEM_SXQ_AUCUN","SXQ850   - CHECK ITEM_SXQ"
"7675","0 to 30","Range of Values",1427,"1427",NA,"SXQ627   - # male oral sex partners/year (B)","SXQ_I.htm","SXQ627   - # male oral sex partners/year (B)_SXQ_0 to 30","SXQ627   - # male oral sex partners/year (B)_SXQ"
"7676","77777","Refused",0,"1427",NA,"SXQ627   - # male oral sex partners/year (B)","SXQ_I.htm","SXQ627   - # male oral sex partners/year (B)_SXQ_77777","SXQ627   - # male oral sex partners/year (B)_SXQ"
"7677","99999","Don't know",2,"1429",NA,"SXQ627   - # male oral sex partners/year (B)","SXQ_I.htm","SXQ627   - # male oral sex partners/year (B)_SXQ_99999","SXQ627   - # male oral sex partners/year (B)_SXQ"
"7678",".","Missing",3414,"4843",NA,"SXQ627   - # male oral sex partners/year (B)","SXQ_I.htm","SXQ627   - # male oral sex partners/year (B)_SXQ_.","SXQ627   - # male oral sex partners/year (B)_SXQ"
"7679","AUCUN","AUCUN",NA,NA,NA,"SXQ765   - CHECK ITEM","SXQ_I.htm","SXQ765   - CHECK ITEM_SXQ_AUCUN","SXQ765   - CHECK ITEM_SXQ"
"7680","AUCUN","AUCUN",NA,NA,NA,"SXQ865   - CHECK ITEM","SXQ_I.htm","SXQ865   - CHECK ITEM_SXQ_AUCUN","SXQ865   - CHECK ITEM_SXQ"
"7681","0 to 15341","Range of Values",975,"975",NA,"SXD630  - Last perform oral sex new male/days (B)","SXQ_I.htm","SXD630  - Last perform oral sex new male/days (B)_SXQ_0 to 15341","SXD630  - Last perform oral sex new male/days (B)_SXQ"
"7682","77777","Refused",4,"979",NA,"SXD630  - Last perform oral sex new male/days (B)","SXQ_I.htm","SXD630  - Last perform oral sex new male/days (B)_SXQ_77777","SXD630  - Last perform oral sex new male/days (B)_SXQ"
"7683","99999","Don't know",6,"985",NA,"SXD630  - Last perform oral sex new male/days (B)","SXQ_I.htm","SXD630  - Last perform oral sex new male/days (B)_SXQ_99999","SXD630  - Last perform oral sex new male/days (B)_SXQ"
"7684",".","Missing",3858,"4843",NA,"SXD630  - Last perform oral sex new male/days (B)","SXQ_I.htm","SXD630  - Last perform oral sex new male/days (B)_SXQ_.","SXD630  - Last perform oral sex new male/days (B)_SXQ"
"7685","AUCUN","AUCUN",NA,NA,NA,"SXD844   - CHECK ITEM","SXQ_I.htm","SXD844   - CHECK ITEM_SXQ_AUCUN","SXD844   - CHECK ITEM_SXQ"
"7686","AUCUN","AUCUN",NA,NA,NA,"SXD744   - CHECK ITEM","SXQ_I.htm","SXD744   - CHECK ITEM_SXQ_AUCUN","SXD744   - CHECK ITEM_SXQ"
"7687","AUCUN","AUCUN",NA,NA,NA,"SXQ845   - CHECK ITEM","SXQ_I.htm","SXQ845   - CHECK ITEM_SXQ_AUCUN","SXQ845   - CHECK ITEM_SXQ"
"7688","1","Never",1672,"1672",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_1","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7689","2","Rarely",143,"1815",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_2","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7690","3","Usually",81,"1896",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_3","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7691","4","Always",134,"2030",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_4","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7692","5","Unsure",21,"2051",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_5","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7693","7","Refused",1,"2052",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_7","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7694","9","Don't know",1,"2053",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_9","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7695",".","Missing",2790,"4843",NA,"SXQ645   - Use protection when perform oral sex (B)","SXQ_I.htm","SXQ645   - Use protection when perform oral sex (B)_SXQ_.","SXQ645   - Use protection when perform oral sex (B)_SXQ"
"7696","AUCUN","AUCUN",NA,NA,NA,"SXD871   - CHECK ITEM","SXQ_I.htm","SXD871   - CHECK ITEM_SXQ_AUCUN","SXD871   - CHECK ITEM_SXQ"
"7697","1","Yes",503,"503",NA,"SXQ648   - Had sex with new partner/year (B)","SXQ_I.htm","SXQ648   - Had sex with new partner/year (B)_SXQ_1","SXQ648   - Had sex with new partner/year (B)_SXQ"
"7698","2","No",2340,"2843",NA,"SXQ648   - Had sex with new partner/year (B)","SXQ_I.htm","SXQ648   - Had sex with new partner/year (B)_SXQ_2","SXQ648   - Had sex with new partner/year (B)_SXQ"
"7699","7","Refused",2,"2845",NA,"SXQ648   - Had sex with new partner/year (B)","SXQ_I.htm","SXQ648   - Had sex with new partner/year (B)_SXQ_7","SXQ648   - Had sex with new partner/year (B)_SXQ"
"7700","9","Don't know",1,"2846",NA,"SXQ648   - Had sex with new partner/year (B)","SXQ_I.htm","SXQ648   - Had sex with new partner/year (B)_SXQ_9","SXQ648   - Had sex with new partner/year (B)_SXQ"
"7701",".","Missing",1997,"4843",NA,"SXQ648   - Had sex with new partner/year (B)","SXQ_I.htm","SXQ648   - Had sex with new partner/year (B)_SXQ_.","SXQ648   - Had sex with new partner/year (B)_SXQ"
"7702","AUCUN","AUCUN",NA,NA,NA,"SXQ859   - CHECK ITEM","SXQ_I.htm","SXQ859   - CHECK ITEM_SXQ_AUCUN","SXQ859   - CHECK ITEM_SXQ"
"7703","0","Never",103,"103",NA,"SXQ610   - # times had vaginal or anal sex/year (B)","SXQ_I.htm","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ_0","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ"
"7704","1","Once",139,"242",NA,"SXQ610   - # times had vaginal or anal sex/year (B)","SXQ_I.htm","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ_1","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ"
"7705","2","2-11 times",646,"888",NA,"SXQ610   - # times had vaginal or anal sex/year (B)","SXQ_I.htm","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ_2","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ"
"7706","3","12-51 times",966,"1854",NA,"SXQ610   - # times had vaginal or anal sex/year (B)","SXQ_I.htm","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ_3","SXQ610   - # times had vaginal or anal sex/year (B)_SXQ"
